User ID,Age,Gender,Location,Diet Type,Diet Duration (years),Reason for Diet,Dietary Transition,Favorite Cuisine,Cooking Skill,Exercise Habits,Favorite Activity,Alcohol Consumption,Smoking Habits,Education Level,Occupation,Income Level,Relationship History,Children,Pets,Travel Preference,Music Taste,Movie Preference,Reading Habits,Online Activity,App Usage Frequency,Event Attendance,Referral Source,Account Duration,Profile Completeness,Response Rate,Safety Concerns,Matched
607,41,Female,Dallas,Raw Vegan,8,Environmental,Overnight,Western,7,Daily,Music,Regularly,Regularly,Bachelor's,Artist,Middle,0,No,Yes,Relaxing,Pop,Documentary,20,5,Weekly,Never,Friends,23,68,Rarely,No,No
608,50,Female,Dallas,Raw Vegan,7,Environmental,In Phases,Indian,1,Weekly,Music,Socially,Never,High School,Entrepreneur,High,4,No,No,Relaxing,Rock,Action,18,8,Daily,Rarely,Social Media,1,57,Often,No,Yes
609,46,Male,Chicago,Pescatarian,3,Religious,Overnight,Western,8,Daily,Reading,Socially,Never,Master's,Doctor,Middle,2,No,Yes,Relaxing,Jazz,Action,10,8,Monthly,Never,Social Media,1,65,Often,No,Yes
610,23,Male,Philadelphia,Raw Vegan,16,Environmental,Gradual,Indian,2,Daily,Yoga,Socially,Socially,Master's,Artist,High,1,No,Yes,Cultural,Rock,Documentary,1,10,Daily,Rarely,Social Media,3,52,Often,No,No
611,42,Male,Los Angeles,Vegan,10,Religious,Overnight,Mediterranean,6,Rarely,Music,Socially,Never,Master's,Engineer,High,0,No,No,Cultural,Classical,Documentary,9,10,Daily,Rarely,Social Media,7,58,Rarely,No,No
612,43,Male,San Diego,Vegan,1,Health,Gradual,Western,7,Rarely,Yoga,Never,Regularly,PhD,Entrepreneur,Low,2,No,No,Cultural,Jazz,Documentary,18,10,Daily,Never,Online Ad,12,81,Rarely,No,No
613,41,Female,San Jose,Vegetarian,13,Ethical,Overnight,Asian,2,Daily,Yoga,Regularly,Never,High School,Engineer,High,4,No,No,Relaxing,Rock,Documentary,19,2,Daily,Rarely,Social Media,5,80,Rarely,No,No
614,49,Male,Philadelphia,Raw Vegan,5,Ethical,In Phases,Indian,9,Weekly,Hiking,Regularly,Never,Bachelor's,Engineer,Low,0,Yes,No,Adventurous,Classical,Action,15,3,Daily,Rarely,Online Ad,17,92,Often,No,No
615,25,Female,San Diego,Raw Vegan,2,Environmental,Overnight,Mediterranean,8,Rarely,Reading,Regularly,Never,Bachelor's,Artist,Low,4,No,No,Relaxing,Rock,Comedy,1,5,Daily,Never,Social Media,6,98,Often,No,No
616,33,Male,Chicago,Vegetarian,18,Health,Overnight,Mediterranean,3,Rarely,Reading,Never,Regularly,Master's,Entrepreneur,Middle,4,No,Yes,Cultural,Classical,Comedy,18,2,Monthly,Never,Online Ad,12,78,Often,No,Yes
617,49,Male,San Diego,Raw Vegan,19,Religious,Overnight,Asian,8,Rarely,Yoga,Socially,Regularly,Bachelor's,Engineer,High,4,No,Yes,Cultural,Pop,Documentary,13,6,Weekly,Often,Online Ad,23,86,Rarely,Yes,No
618,18,Male,Phoenix,Vegan,20,Religious,Overnight,Mediterranean,2,Weekly,Hiking,Socially,Socially,Master's,Engineer,High,3,No,Yes,Cultural,Rock,Action,11,4,Weekly,Never,Social Media,7,78,Often,No,No
619,47,Female,New York,Raw Vegan,16,Religious,In Phases,Mediterranean,5,Rarely,Yoga,Socially,Socially,High School,Doctor,Low,0,No,No,Rarely Travel,Classical,Documentary,13,9,Weekly,Rarely,Social Media,20,60,Always,No,No
620,42,Female,San Jose,Pescatarian,15,Health,In Phases,Asian,8,Weekly,Yoga,Never,Socially,Master's,Doctor,Middle,3,No,Yes,Cultural,Jazz,Romance,13,10,Monthly,Often,Social Media,20,70,Often,No,No
621,20,Male,Phoenix,Vegan,5,Environmental,In Phases,Western,4,Daily,Yoga,Socially,Socially,Master's,Teacher,Low,2,Yes,No,Rarely Travel,Rock,Romance,19,10,Weekly,Never,Social Media,13,62,Rarely,No,No
622,39,Female,Los Angeles,Vegan,16,Health,Overnight,Asian,5,Rarely,Reading,Socially,Regularly,Master's,Engineer,Low,5,No,No,Relaxing,Classical,Documentary,2,7,Weekly,Never,Friends,20,64,Often,No,No
623,34,Female,Philadelphia,Vegetarian,19,Health,Gradual,Mediterranean,3,Rarely,Hiking,Regularly,Never,Master's,Engineer,Low,2,Yes,Yes,Rarely Travel,Pop,Action,17,1,Weekly,Rarely,Friends,4,89,Rarely,No,No
624,37,Male,San Jose,Vegetarian,5,Health,In Phases,Asian,9,Daily,Reading,Regularly,Never,Bachelor's,Teacher,High,4,Yes,Yes,Cultural,Classical,Documentary,8,4,Daily,Rarely,Social Media,9,66,Always,No,Yes
625,31,Female,Los Angeles,Vegetarian,3,Health,Overnight,Indian,9,Daily,Hiking,Never,Regularly,High School,Entrepreneur,Low,5,No,Yes,Relaxing,Pop,Documentary,19,7,Monthly,Rarely,Social Media,6,65,Rarely,Yes,Yes
626,41,Female,Houston,Pescatarian,15,Ethical,Overnight,Asian,9,Daily,Reading,Socially,Socially,Bachelor's,Teacher,Middle,0,No,Yes,Adventurous,Rock,Romance,17,1,Monthly,Never,Online Ad,4,88,Always,Yes,Yes
627,47,Female,San Jose,Raw Vegan,6,Ethical,Overnight,Indian,3,Rarely,Reading,Regularly,Socially,Bachelor's,Engineer,High,4,Yes,No,Adventurous,Pop,Romance,15,2,Monthly,Often,Online Ad,24,71,Rarely,No,Yes
628,25,Female,Dallas,Vegetarian,8,Religious,In Phases,Indian,5,Weekly,Hiking,Regularly,Socially,PhD,Doctor,High,1,No,No,Relaxing,Rock,Documentary,15,6,Weekly,Rarely,Social Media,6,53,Often,No,Yes
629,37,Male,Chicago,Vegan,18,Health,Overnight,Western,2,Weekly,Reading,Regularly,Socially,Bachelor's,Teacher,Middle,4,No,Yes,Cultural,Jazz,Action,3,4,Daily,Often,Friends,11,96,Always,Yes,No
630,27,Female,Houston,Pescatarian,14,Health,Gradual,Indian,6,Daily,Yoga,Never,Socially,Bachelor's,Teacher,Middle,2,No,No,Cultural,Classical,Romance,8,3,Weekly,Never,Social Media,10,71,Rarely,No,No
631,39,Male,San Antonio,Vegetarian,8,Ethical,Overnight,Mediterranean,8,Daily,Hiking,Never,Socially,Bachelor's,Teacher,Middle,5,No,No,Relaxing,Jazz,Romance,13,1,Daily,Never,Friends,2,86,Always,No,Yes
632,34,Female,New York,Raw Vegan,15,Environmental,Gradual,Mediterranean,6,Weekly,Yoga,Socially,Regularly,PhD,Artist,High,3,Yes,No,Relaxing,Classical,Comedy,18,8,Weekly,Often,Social Media,20,82,Often,No,Yes
633,26,Female,Phoenix,Raw Vegan,1,Ethical,In Phases,Mediterranean,6,Daily,Music,Regularly,Socially,PhD,Engineer,High,5,No,No,Cultural,Pop,Comedy,18,8,Daily,Often,Friends,16,99,Rarely,Yes,No
634,38,Male,Chicago,Raw Vegan,7,Ethical,Overnight,Indian,4,Daily,Yoga,Regularly,Never,Bachelor's,Teacher,Low,0,No,Yes,Rarely Travel,Pop,Romance,4,2,Weekly,Rarely,Friends,12,67,Rarely,No,No
635,33,Male,New York,Vegan,12,Religious,Overnight,Mediterranean,8,Weekly,Hiking,Socially,Regularly,PhD,Doctor,Middle,2,No,Yes,Relaxing,Classical,Action,15,5,Weekly,Never,Social Media,11,66,Often,No,No
636,43,Male,Los Angeles,Raw Vegan,17,Ethical,Gradual,Asian,6,Weekly,Yoga,Socially,Socially,High School,Entrepreneur,High,2,No,Yes,Cultural,Rock,Romance,4,9,Daily,Rarely,Friends,20,75,Often,No,No
637,43,Female,Phoenix,Raw Vegan,9,Health,Overnight,Asian,3,Daily,Reading,Regularly,Socially,High School,Artist,Low,3,Yes,No,Relaxing,Pop,Comedy,5,5,Weekly,Never,Online Ad,4,74,Always,No,No
638,30,Female,San Antonio,Vegan,5,Ethical,In Phases,Mediterranean,10,Rarely,Reading,Never,Socially,High School,Artist,High,3,No,No,Rarely Travel,Rock,Romance,16,3,Daily,Rarely,Online Ad,16,72,Rarely,No,No
639,42,Male,Phoenix,Raw Vegan,15,Health,In Phases,Mediterranean,2,Daily,Reading,Regularly,Never,Bachelor's,Doctor,Middle,5,Yes,Yes,Relaxing,Rock,Romance,8,8,Monthly,Rarely,Friends,21,88,Often,No,No
640,45,Male,San Jose,Raw Vegan,12,Environmental,In Phases,Indian,10,Rarely,Yoga,Regularly,Socially,Bachelor's,Artist,Low,4,No,No,Cultural,Rock,Comedy,13,9,Daily,Never,Friends,19,55,Always,No,No
641,46,Female,San Diego,Pescatarian,17,Ethical,Overnight,Western,2,Weekly,Music,Socially,Never,Master's,Engineer,Low,4,Yes,No,Adventurous,Pop,Comedy,8,2,Monthly,Rarely,Friends,20,60,Always,No,No
642,30,Male,Philadelphia,Pescatarian,20,Ethical,In Phases,Asian,7,Rarely,Yoga,Regularly,Socially,Bachelor's,Artist,Low,1,No,Yes,Cultural,Classical,Comedy,7,9,Monthly,Never,Social Media,9,78,Always,Yes,No
643,38,Female,San Diego,Vegetarian,12,Ethical,Overnight,Indian,7,Daily,Reading,Socially,Socially,Bachelor's,Entrepreneur,Middle,3,Yes,Yes,Cultural,Rock,Action,17,10,Weekly,Often,Friends,12,88,Always,No,No
644,42,Female,San Diego,Raw Vegan,13,Health,Gradual,Asian,10,Rarely,Reading,Regularly,Socially,PhD,Doctor,Middle,1,No,No,Relaxing,Classical,Comedy,15,10,Weekly,Often,Friends,2,70,Always,No,No
645,46,Male,Phoenix,Vegan,12,Religious,Gradual,Indian,9,Daily,Hiking,Regularly,Never,Master's,Artist,High,4,No,No,Rarely Travel,Jazz,Action,12,7,Weekly,Rarely,Online Ad,22,61,Always,No,Yes
646,37,Female,San Diego,Vegan,8,Religious,Overnight,Asian,7,Daily,Reading,Never,Regularly,PhD,Doctor,High,1,No,No,Cultural,Rock,Comedy,4,1,Daily,Rarely,Social Media,12,73,Often,No,No
647,46,Male,Philadelphia,Raw Vegan,8,Religious,Overnight,Mediterranean,7,Rarely,Reading,Regularly,Regularly,PhD,Doctor,Middle,4,No,No,Rarely Travel,Rock,Documentary,19,8,Daily,Rarely,Online Ad,7,97,Always,Yes,Yes
648,30,Female,San Diego,Vegan,15,Ethical,Gradual,Mediterranean,4,Weekly,Reading,Never,Socially,PhD,Doctor,Low,3,No,No,Cultural,Jazz,Comedy,20,2,Daily,Never,Social Media,11,58,Often,No,Yes
649,30,Female,San Antonio,Pescatarian,13,Health,Overnight,Western,10,Daily,Hiking,Regularly,Regularly,PhD,Teacher,Middle,4,No,No,Relaxing,Rock,Documentary,13,7,Monthly,Often,Online Ad,9,91,Always,No,No
650,22,Male,Philadelphia,Vegetarian,7,Religious,Gradual,Asian,4,Daily,Music,Never,Regularly,Bachelor's,Entrepreneur,Low,1,No,Yes,Cultural,Rock,Romance,7,5,Monthly,Never,Friends,16,86,Always,No,No
651,30,Female,San Jose,Pescatarian,1,Health,In Phases,Mediterranean,9,Rarely,Yoga,Regularly,Socially,PhD,Engineer,Low,4,No,Yes,Relaxing,Rock,Comedy,17,4,Monthly,Rarely,Friends,1,94,Often,No,Yes
652,40,Male,Chicago,Raw Vegan,18,Health,Gradual,Western,9,Rarely,Yoga,Regularly,Socially,Bachelor's,Teacher,Low,2,Yes,No,Rarely Travel,Jazz,Action,1,10,Monthly,Rarely,Friends,10,75,Often,No,No
653,45,Female,San Jose,Raw Vegan,3,Ethical,In Phases,Western,1,Rarely,Yoga,Never,Never,High School,Engineer,Middle,5,Yes,No,Relaxing,Classical,Action,12,9,Daily,Never,Social Media,22,62,Rarely,No,Yes
654,25,Female,Philadelphia,Raw Vegan,1,Health,Gradual,Asian,10,Rarely,Yoga,Regularly,Regularly,High School,Teacher,Middle,3,No,No,Cultural,Rock,Romance,3,4,Daily,Rarely,Social Media,19,69,Rarely,No,No
655,41,Female,New York,Raw Vegan,18,Environmental,In Phases,Western,9,Daily,Hiking,Never,Socially,Bachelor's,Artist,Low,4,Yes,Yes,Cultural,Rock,Comedy,20,1,Daily,Rarely,Friends,18,61,Rarely,No,No
656,33,Female,New York,Pescatarian,19,Ethical,Gradual,Western,7,Daily,Music,Regularly,Never,Bachelor's,Engineer,Middle,0,No,Yes,Cultural,Rock,Documentary,15,4,Daily,Often,Social Media,3,58,Often,No,Yes
657,28,Male,Dallas,Pescatarian,5,Environmental,In Phases,Western,7,Rarely,Music,Never,Regularly,Master's,Teacher,High,1,Yes,Yes,Rarely Travel,Pop,Comedy,6,6,Monthly,Often,Social Media,20,51,Rarely,No,Yes
658,40,Female,Houston,Pescatarian,20,Religious,Gradual,Asian,2,Rarely,Reading,Socially,Regularly,Master's,Engineer,Low,3,Yes,No,Rarely Travel,Classical,Action,11,8,Monthly,Often,Friends,14,52,Rarely,No,No
659,47,Male,Phoenix,Vegetarian,6,Religious,Overnight,Asian,1,Weekly,Yoga,Never,Socially,High School,Doctor,Low,2,No,No,Rarely Travel,Rock,Action,7,9,Daily,Rarely,Friends,6,85,Rarely,Yes,No
660,49,Male,San Diego,Vegetarian,12,Environmental,In Phases,Mediterranean,7,Daily,Music,Never,Regularly,Master's,Entrepreneur,Middle,3,No,No,Cultural,Classical,Action,3,4,Weekly,Never,Online Ad,1,85,Often,No,No
661,44,Other,Philadelphia,Vegan,2,Health,In Phases,Asian,3,Weekly,Music,Never,Socially,Bachelor's,Teacher,High,3,Yes,Yes,Relaxing,Classical,Comedy,8,9,Monthly,Often,Friends,16,63,Often,No,No
662,32,Male,San Antonio,Vegan,15,Health,Overnight,Western,7,Weekly,Yoga,Never,Regularly,PhD,Doctor,Middle,3,Yes,Yes,Rarely Travel,Jazz,Action,7,6,Weekly,Rarely,Friends,15,90,Often,No,No
663,18,Female,Dallas,Vegetarian,14,Health,In Phases,Mediterranean,4,Rarely,Hiking,Never,Never,Bachelor's,Doctor,High,0,No,Yes,Cultural,Pop,Comedy,11,1,Weekly,Rarely,Friends,14,90,Always,No,No
664,27,Male,Phoenix,Vegan,13,Religious,Overnight,Western,2,Rarely,Reading,Never,Never,High School,Doctor,Middle,3,No,No,Relaxing,Pop,Documentary,7,8,Monthly,Often,Online Ad,20,92,Often,No,Yes
665,39,Female,Chicago,Vegetarian,14,Health,Gradual,Mediterranean,7,Weekly,Hiking,Never,Regularly,Master's,Engineer,High,5,No,Yes,Adventurous,Rock,Action,7,4,Daily,Never,Online Ad,13,56,Rarely,No,Yes
666,42,Male,New York,Vegan,14,Religious,In Phases,Asian,2,Daily,Reading,Never,Socially,PhD,Engineer,High,5,No,No,Relaxing,Jazz,Documentary,14,3,Monthly,Rarely,Friends,3,99,Often,No,No
667,47,Female,Houston,Vegetarian,5,Environmental,In Phases,Indian,8,Weekly,Hiking,Socially,Socially,PhD,Teacher,Low,1,Yes,Yes,Rarely Travel,Classical,Comedy,9,10,Daily,Often,Friends,12,87,Always,No,No
668,44,Other,Philadelphia,Vegan,19,Religious,Gradual,Asian,10,Weekly,Music,Never,Socially,High School,Engineer,High,2,No,No,Cultural,Classical,Documentary,5,10,Monthly,Rarely,Social Media,8,61,Always,No,No
669,26,Male,Dallas,Raw Vegan,2,Environmental,Gradual,Western,2,Weekly,Hiking,Socially,Regularly,High School,Entrepreneur,Middle,2,No,No,Rarely Travel,Pop,Documentary,15,5,Monthly,Rarely,Online Ad,8,63,Often,Yes,No
670,36,Other,San Jose,Pescatarian,18,Environmental,Gradual,Asian,6,Weekly,Music,Regularly,Never,PhD,Entrepreneur,Low,2,No,No,Rarely Travel,Jazz,Action,7,8,Monthly,Rarely,Friends,7,97,Often,No,Yes
671,40,Female,Houston,Pescatarian,13,Religious,Overnight,Mediterranean,6,Rarely,Yoga,Never,Socially,Bachelor's,Artist,Low,1,No,No,Cultural,Pop,Action,2,10,Weekly,Rarely,Social Media,8,58,Always,Yes,Yes
672,29,Female,New York,Raw Vegan,18,Environmental,Overnight,Asian,7,Weekly,Music,Regularly,Socially,PhD,Engineer,Low,5,No,No,Cultural,Classical,Comedy,11,3,Weekly,Often,Friends,5,57,Rarely,No,No
673,32,Male,Philadelphia,Raw Vegan,17,Environmental,Overnight,Asian,8,Daily,Music,Never,Regularly,PhD,Engineer,Middle,3,Yes,No,Cultural,Jazz,Action,16,1,Daily,Often,Friends,5,78,Always,Yes,Yes
674,46,Female,Los Angeles,Raw Vegan,2,Religious,Gradual,Indian,5,Daily,Hiking,Never,Socially,Bachelor's,Doctor,High,2,Yes,No,Rarely Travel,Pop,Action,20,1,Weekly,Rarely,Friends,18,65,Often,No,No
675,24,Female,San Antonio,Vegan,4,Religious,In Phases,Mediterranean,7,Rarely,Hiking,Regularly,Socially,PhD,Doctor,High,0,No,No,Rarely Travel,Jazz,Action,2,10,Weekly,Never,Social Media,21,99,Always,No,Yes
676,46,Male,Los Angeles,Raw Vegan,6,Health,Gradual,Mediterranean,4,Weekly,Hiking,Regularly,Socially,High School,Engineer,Middle,3,No,No,Relaxing,Jazz,Romance,20,9,Monthly,Rarely,Social Media,20,95,Always,No,Yes
677,26,Male,Dallas,Raw Vegan,8,Environmental,Gradual,Mediterranean,8,Rarely,Hiking,Regularly,Socially,PhD,Doctor,High,0,No,Yes,Rarely Travel,Rock,Documentary,20,7,Weekly,Often,Friends,19,56,Always,No,No
678,18,Male,San Antonio,Vegan,10,Ethical,In Phases,Western,2,Daily,Hiking,Regularly,Regularly,Bachelor's,Doctor,Middle,5,No,Yes,Cultural,Jazz,Comedy,16,9,Daily,Never,Social Media,17,88,Often,No,Yes
679,27,Female,Phoenix,Pescatarian,7,Environmental,Overnight,Mediterranean,6,Weekly,Yoga,Socially,Regularly,Bachelor's,Doctor,Low,2,No,No,Relaxing,Pop,Comedy,19,9,Weekly,Never,Social Media,11,57,Often,No,No
680,40,Male,Phoenix,Vegetarian,18,Ethical,Gradual,Western,10,Daily,Music,Regularly,Never,Master's,Artist,High,2,No,Yes,Rarely Travel,Classical,Comedy,15,4,Daily,Rarely,Friends,4,71,Always,No,Yes
681,23,Female,Chicago,Vegetarian,20,Religious,Gradual,Mediterranean,8,Weekly,Hiking,Never,Regularly,Master's,Doctor,High,1,No,No,Cultural,Classical,Romance,14,4,Weekly,Often,Social Media,8,76,Often,No,Yes
682,49,Male,Los Angeles,Raw Vegan,8,Health,In Phases,Western,10,Rarely,Reading,Never,Regularly,Master's,Doctor,High,5,No,No,Relaxing,Rock,Comedy,12,8,Daily,Rarely,Online Ad,19,52,Often,No,No
683,33,Male,New York,Vegetarian,13,Religious,Overnight,Indian,1,Daily,Reading,Never,Regularly,High School,Engineer,Middle,5,No,Yes,Relaxing,Jazz,Documentary,17,7,Weekly,Never,Social Media,7,60,Rarely,No,No
684,43,Female,New York,Pescatarian,12,Environmental,Overnight,Western,3,Rarely,Yoga,Socially,Regularly,PhD,Artist,Low,0,Yes,No,Adventurous,Classical,Romance,5,4,Monthly,Rarely,Social Media,19,69,Often,No,No
685,33,Female,New York,Raw Vegan,11,Religious,In Phases,Asian,1,Weekly,Hiking,Regularly,Regularly,PhD,Entrepreneur,High,2,No,No,Rarely Travel,Pop,Documentary,7,1,Weekly,Often,Friends,2,81,Often,No,No
686,19,Female,Dallas,Pescatarian,18,Ethical,Overnight,Indian,6,Weekly,Music,Socially,Socially,Master's,Entrepreneur,Middle,1,Yes,No,Adventurous,Rock,Documentary,7,3,Daily,Often,Friends,15,76,Rarely,No,No
687,31,Female,New York,Vegetarian,9,Religious,In Phases,Indian,7,Rarely,Reading,Socially,Regularly,PhD,Teacher,High,1,No,No,Adventurous,Rock,Comedy,20,9,Weekly,Rarely,Friends,4,56,Always,No,Yes
688,47,Male,San Jose,Pescatarian,9,Health,Gradual,Indian,5,Daily,Music,Regularly,Socially,Bachelor's,Artist,Low,0,No,No,Relaxing,Pop,Romance,11,1,Monthly,Never,Friends,2,96,Rarely,No,No
689,45,Female,Los Angeles,Vegan,15,Ethical,Overnight,Western,1,Daily,Music,Socially,Regularly,Master's,Entrepreneur,Low,1,Yes,No,Adventurous,Pop,Romance,13,9,Daily,Never,Online Ad,7,71,Always,No,No
690,38,Male,Los Angeles,Pescatarian,15,Health,In Phases,Western,8,Weekly,Yoga,Regularly,Socially,Bachelor's,Engineer,Low,5,Yes,No,Relaxing,Classical,Romance,15,5,Daily,Often,Online Ad,22,86,Often,No,No
691,40,Male,Houston,Pescatarian,7,Religious,In Phases,Western,5,Rarely,Music,Regularly,Socially,Master's,Artist,Middle,3,Yes,Yes,Adventurous,Pop,Comedy,20,3,Daily,Often,Friends,12,61,Always,No,Yes
692,47,Other,New York,Vegan,1,Environmental,In Phases,Asian,7,Daily,Hiking,Regularly,Never,Bachelor's,Teacher,Low,5,No,No,Rarely Travel,Classical,Action,11,8,Monthly,Never,Online Ad,18,89,Always,No,Yes
693,42,Male,Philadelphia,Raw Vegan,12,Health,In Phases,Mediterranean,10,Rarely,Reading,Never,Socially,PhD,Doctor,Middle,2,No,No,Relaxing,Rock,Action,19,6,Weekly,Often,Online Ad,20,79,Always,No,Yes
694,23,Female,Dallas,Pescatarian,7,Religious,In Phases,Indian,2,Daily,Music,Never,Regularly,High School,Teacher,Middle,4,No,Yes,Relaxing,Rock,Romance,8,4,Monthly,Never,Friends,20,72,Always,No,No
695,21,Female,San Antonio,Vegan,9,Environmental,Overnight,Mediterranean,3,Weekly,Yoga,Socially,Regularly,Master's,Entrepreneur,High,4,Yes,No,Rarely Travel,Rock,Documentary,2,3,Weekly,Rarely,Online Ad,1,57,Rarely,No,No
696,20,Female,San Jose,Vegan,15,Religious,Overnight,Western,4,Rarely,Hiking,Never,Socially,Bachelor's,Entrepreneur,High,5,Yes,No,Relaxing,Classical,Comedy,16,5,Weekly,Never,Friends,23,58,Rarely,No,No
697,27,Female,Houston,Vegan,17,Health,Overnight,Asian,6,Rarely,Hiking,Never,Regularly,Bachelor's,Doctor,Middle,5,No,Yes,Rarely Travel,Classical,Documentary,14,1,Daily,Often,Social Media,1,73,Rarely,No,No
698,45,Male,San Antonio,Vegetarian,20,Ethical,In Phases,Mediterranean,6,Daily,Yoga,Socially,Socially,Bachelor's,Entrepreneur,Low,2,No,No,Cultural,Classical,Documentary,7,1,Weekly,Rarely,Online Ad,22,68,Rarely,No,No
699,29,Female,Houston,Vegetarian,12,Religious,Overnight,Western,9,Weekly,Hiking,Socially,Regularly,PhD,Doctor,High,1,Yes,Yes,Adventurous,Pop,Documentary,2,8,Monthly,Rarely,Online Ad,21,92,Rarely,No,Yes
700,20,Female,Los Angeles,Pescatarian,18,Environmental,Gradual,Mediterranean,4,Daily,Yoga,Regularly,Socially,Bachelor's,Doctor,Middle,5,Yes,No,Rarely Travel,Rock,Documentary,18,8,Weekly,Never,Social Media,19,80,Often,No,No
701,18,Male,Phoenix,Raw Vegan,8,Health,In Phases,Mediterranean,5,Weekly,Music,Never,Socially,PhD,Entrepreneur,Low,3,No,Yes,Relaxing,Classical,Comedy,12,6,Monthly,Often,Online Ad,11,64,Often,No,Yes
702,50,Male,Philadelphia,Vegan,19,Environmental,Gradual,Western,2,Rarely,Yoga,Never,Socially,Bachelor's,Doctor,High,1,No,No,Cultural,Classical,Action,10,10,Daily,Often,Online Ad,15,75,Often,No,No
703,30,Other,San Antonio,Raw Vegan,18,Religious,Gradual,Western,3,Rarely,Reading,Socially,Socially,High School,Teacher,Low,0,No,Yes,Adventurous,Pop,Romance,20,8,Weekly,Never,Online Ad,24,92,Often,No,Yes
704,32,Female,San Jose,Vegetarian,9,Health,Gradual,Mediterranean,8,Rarely,Music,Socially,Regularly,PhD,Engineer,Low,0,No,No,Cultural,Rock,Action,7,8,Weekly,Often,Social Media,15,83,Often,No,Yes
705,30,Male,Dallas,Vegan,17,Environmental,In Phases,Mediterranean,4,Daily,Yoga,Regularly,Regularly,High School,Doctor,High,2,No,No,Adventurous,Classical,Comedy,10,8,Daily,Often,Online Ad,8,55,Often,No,Yes
706,47,Other,Philadelphia,Vegan,17,Ethical,Overnight,Asian,7,Daily,Yoga,Regularly,Never,Bachelor's,Engineer,Low,2,No,Yes,Cultural,Rock,Documentary,18,5,Daily,Rarely,Social Media,24,71,Often,No,Yes
707,35,Male,Dallas,Pescatarian,15,Environmental,In Phases,Mediterranean,5,Rarely,Hiking,Regularly,Regularly,Bachelor's,Teacher,Middle,3,Yes,Yes,Rarely Travel,Pop,Comedy,1,1,Daily,Never,Friends,8,67,Often,No,No
708,43,Male,New York,Vegetarian,2,Ethical,Overnight,Western,1,Rarely,Hiking,Socially,Never,PhD,Engineer,Low,1,No,Yes,Rarely Travel,Pop,Action,16,9,Daily,Never,Friends,12,73,Always,No,No
709,20,Male,San Diego,Vegan,4,Ethical,Gradual,Asian,9,Daily,Yoga,Regularly,Socially,Master's,Entrepreneur,Low,4,Yes,No,Cultural,Pop,Romance,8,1,Monthly,Often,Social Media,9,97,Always,No,Yes
710,42,Female,Dallas,Vegan,16,Environmental,In Phases,Asian,6,Daily,Yoga,Regularly,Socially,PhD,Engineer,High,5,No,Yes,Relaxing,Pop,Documentary,14,6,Monthly,Rarely,Friends,4,92,Rarely,No,Yes
711,28,Female,Houston,Pescatarian,2,Environmental,Overnight,Mediterranean,10,Weekly,Yoga,Never,Never,PhD,Engineer,Middle,2,No,Yes,Cultural,Rock,Comedy,15,6,Daily,Rarely,Friends,21,58,Often,No,Yes
712,47,Female,Phoenix,Vegan,1,Religious,Overnight,Indian,7,Rarely,Yoga,Regularly,Never,Bachelor's,Engineer,Middle,2,Yes,Yes,Relaxing,Jazz,Documentary,7,4,Monthly,Never,Friends,23,57,Often,No,No
713,33,Female,Dallas,Pescatarian,8,Ethical,Overnight,Asian,8,Daily,Music,Regularly,Never,Master's,Artist,High,0,No,No,Adventurous,Jazz,Documentary,15,4,Monthly,Often,Online Ad,17,70,Always,No,Yes
714,28,Male,Dallas,Pescatarian,10,Religious,Overnight,Asian,10,Daily,Yoga,Socially,Never,High School,Artist,High,4,Yes,No,Rarely Travel,Pop,Romance,9,6,Daily,Often,Social Media,23,74,Often,No,Yes
715,49,Male,Phoenix,Vegetarian,20,Religious,Gradual,Mediterranean,1,Daily,Music,Never,Socially,Bachelor's,Engineer,High,0,No,Yes,Rarely Travel,Rock,Action,6,1,Weekly,Never,Friends,23,77,Rarely,No,No
716,48,Male,San Diego,Vegetarian,3,Religious,Gradual,Mediterranean,1,Weekly,Hiking,Regularly,Regularly,Bachelor's,Artist,High,2,No,Yes,Relaxing,Pop,Comedy,20,1,Weekly,Never,Social Media,10,59,Rarely,No,No
717,19,Male,San Diego,Pescatarian,2,Health,Gradual,Mediterranean,10,Weekly,Music,Socially,Never,Bachelor's,Entrepreneur,Middle,3,Yes,No,Cultural,Jazz,Documentary,13,1,Daily,Never,Online Ad,12,54,Often,No,No
718,39,Female,San Diego,Pescatarian,15,Ethical,Overnight,Indian,1,Daily,Hiking,Socially,Regularly,PhD,Doctor,High,2,No,No,Rarely Travel,Rock,Comedy,7,7,Monthly,Never,Online Ad,22,62,Rarely,No,No
719,34,Female,San Diego,Vegan,8,Health,In Phases,Mediterranean,2,Rarely,Yoga,Never,Regularly,PhD,Teacher,Low,5,No,Yes,Rarely Travel,Classical,Action,8,3,Daily,Often,Online Ad,1,93,Always,No,Yes
720,22,Other,New York,Pescatarian,12,Religious,In Phases,Mediterranean,3,Weekly,Hiking,Socially,Regularly,Master's,Entrepreneur,High,3,Yes,No,Rarely Travel,Jazz,Action,13,10,Daily,Rarely,Online Ad,10,88,Always,No,No
721,32,Male,Houston,Vegan,1,Environmental,Overnight,Western,10,Weekly,Hiking,Never,Socially,Bachelor's,Entrepreneur,High,0,No,No,Adventurous,Pop,Action,1,6,Weekly,Never,Online Ad,15,60,Always,No,Yes
